|Station|Date|Min_temp|Max_temp|Rainfall|Dir_max_wind_gust|Speed_max_wind_gust|Time_max_wind_gust|temp_9am|hum_9am|cloud_9am|wind_dir_9am|wind_speed_9am|press_9am|temp_3pm|hum_3pm|cloud_3pm|wind_dir_3pm|wind_speed_3pm|press_3pm|Month
101|CAN|10-09-2015|1.8|17.0|0.0|8|31.0|11:10|10.6|57.0|6.0|9|22|1031.8|16.8|44.0|5.57425742574|12|9|1029.3|9
52|QUN|22-06-2015|14.9|23.4|0.0|9|48.0|9:01|17.6|68.0|6.0|10|13|1024.7|21.3|57.0|5.57425742574|1|30.0|1022.6|6
38|CAN|08-06-2015|0.1|15.4|0.0|7|54.0|12:12|10.4|74.0|6.0|8|27|1024.7|14.2|53.0|5.57425742574|8|31|1020.9|6
23|MAL|24-05-2015|6.0|15.6|0.0|6|22.0|18:43|7.4|90.0|6.0|10|23|1032.4|12.7|73.0|5.57425742574|12|9|1029.7|5
53|MAL|23-06-2015|9.6|17.6|0.0|3|52.0|10:58|13.8|57.0|6.0|4|18|1019.7|16.7|51.0|5.57425742574|4|26|1016.6|6
219|QUN|06-12-2015|20.6|32.4|0.0|0|46.0|17:16|28.9|53.0|6.0|3|11|1016.5|29.4|56.0|5.57425742574|2|30.0|1014.0|12
134|CAN|13-10-2015|11.3|21.3|0.0|1|39.0|14:46|14.9|66.0|4.0|10|18|1023.0|19.4|54.0|8.0|2|22|1022.0|10
59|MAL|29-06-2015|6.9|12.3|0.0|8|17.0|14:20|10.3|80.0|6.0|0|40|1033.8|11.8|67.0|5.57425742574|9|9|1031.2|6
59|CAN|29-06-2015|-0.9|14.4|0.2|6|19.0|13:59|4.8|90.0|6.0|7|37|1034.8|13.7|52.0|5.57425742574|7|7|1030.7|6
142|MAL|20-09-2015|8.5|22.9|0.0|3|39.0|8:54|16.5|64.0|6.0|4|11|1021.0|22.1|42.0|5.57425742574|4|20|1016.8|9
29|MAL|30-05-2015|11.0|17.3|0.0|6|43.0|11:42|12.7|64.0|6.0|7|24|1020.3|16.8|46.0|5.57425742574|8|17|1016.1|5
110|QUN|19-08-2015|14.5|25.5|0.0|1|35.0|13:17|19.9|62.0|6.0|10|6|1023.0|22.8|49.0|5.57425742574|2|20.0|1020.5|8
174|MAL|22-10-2015|11.4|16.7|7.0|11|43.0|15:17|14.1|81.0|6.0|11|18|1019.6|15.5|76.0|5.57425742574|12|13|1020.0|10
139|CAN|18-10-2015|11.5|21.6|1.8|4|30.0|14:51|15.6|82.0|8.0|2|20|1029.3|20.4|61.0|7.0|2|19|1026.9|10
112|QUN|21-08-2015|16.0|24.0|0.2|2|41.0|14:50|20.0|82.0|6.0|10|10|1023.2|21.7|72.0|5.57425742574|3|28.0|1020.6|8
95|MAL|04-08-2015|3.5|11.3|0.0|13|39.0|14:43|6.6|72.0|6.0|4|1|1023.5|10.7|54.0|5.57425742574|15|13|1019.4|8
40|QUN|10-06-2015|16.8|26.5|1.8|2|50.0|14:47|20.8|76.0|6.0|11|9|1023.0|23.7|52.0|5.57425742574|3|31.0|1021.0|6
146|QUN|24-09-2015|13.9|26.1|0.0|10|35.0|7:11|20.6|39.0|6.0|10|6|1021.0|23.0|43.0|5.57425742574|2|20.0|1016.2|9
130|CAN|09-10-2015|7.6|27.1|0.2|8|50.0|20:48|12.6|83.0|8.0|3|35|1033.9|26.0|39.0|5.57425742574|15|15|1028.5|10
195|MAL|12-11-2015|13.7|21.2|0.0|8|33.0|18:02|17.1|80.0|6.0|5|0|1016.1|20.6|60.0|5.57425742574|12|13|1013.1|11
156|CAN|04-11-2015|13.9|20.8|0.0|0|39.0|18:48|16.8|75.0|8.0|3|18|1018.2|19.1|66.0|8.0|1|20|1015.6|11
170|MAL|18-10-2015|12.6|17.7|0.0|11|30.0|13:43|14.8|66.0|6.0|10|39|1029.8|17.0|57.0|5.57425742574|12|15|1027.6|10
118|MAL|27-08-2015|9.8|11.7|0.8|11|30.0|16:59|10.2|90.0|6.0|16|1|1022.0|11.4|100.0|5.57425742574|13|9|1019.8|8
41|QUN|11-06-2015|17.9|24.1|0.2|2|69.0|12:15|21.0|72.0|6.0|10|13|1025.0|23.3|52.0|5.57425742574|3|39.0|1022.9|6
102|CAN|11-09-2015|0.0|18.9|0.0|3|41.0|13:28|8.8|80.0|6.0|0|40|1032.6|18.1|51.0|5.57425742574|7|26|1027.8|9
86|MAL|26-07-2015|8.1|11.6|3.2|6|56.0|0:06|9.2|60.0|6.0|7|6|1012.9|8.8|64.0|5.57425742574|8|9|1015.7|7
179|CAN|27-11-2015|0.5|22.9|0.0|3|41.0|13:45|13.4|40.0|6.0|8|39|1015.4|20.8|19.0|5.57425742574|8|22|1012.5|11
12|MAL|13-05-2015|6.3|12.8|6.8|15|35.0|11:27|7.8|79.0|6.0|14|19|1022.8|12.2|58.0|5.57425742574|12|11|1024.6|5
26|QUN|27-05-2015|17.0|25.9|0.0|0|31.0|18:50|21.2|73.0|6.0|10|20|1023.3|23.7|60.0|5.57425742574|2|17.0|1020.3|5
64|QUN|04-07-2015|12.0|23.3|0.0|9|37.0|10:47|17.2|67.0|6.0|11|7|1022.0|21.6|51.0|5.57425742574|1|22.0|1019.1|7
125|QUN|03-09-2015|20.0|30.4|0.0|6|41.0|9:00|23.1|74.0|6.0|7|12|1015.7|27.3|61.0|5.57425742574|4|19.0|1010.4|9
166|QUN|14-10-2015|18.9|29.3|0.0|0|43.0|18:36|25.3|54.0|6.0|1|11|1022.7|25.9|54.0|5.57425742574|2|24.0|1019.0|10
129|CAN|08-10-2015|8.5|20.0|0.0|-1|37.8098693759||12.5|66.0|8.0|1|21|1038.6|19.1|49.0|3.0|6|19|1034.3|10
5|MAL|06-05-2015|9.5|16.2|1.4|6|43.0|10:35|12.0|66.0|6.0|4|20|1013.3|15.1|63.0|5.57425742574|7|13|1012.5|5
131|MAL|09-09-2015|10.0|15.3|0.0|11|31.0|9:52|12.1|85.0|6.0|14|4|1027.6|14.2|53.0|5.57425742574|13|11|1027.9|9
6|CAN|07-05-2015|7.6|13.9|0.0|13|56.0|4:45|11.0|55.0|6.0|15|24|1017.5|12.6|46.0|5.57425742574|15|28|1017.5|5
12|CAN|13-05-2015|3.8|11.8|0.0|13|54.0|0:06|7.7|55.0|6.0|15|26|1016.4|9.3|48.0|8.0|13|13|1018.1|5
213|QUN|30-11-2015|23.8|33.3|0.0|3|48.0|6:55|30.4|57.0|6.0|5|6|1013.8|29.5|60.0|5.57425742574|5|20.0|1011.5|11
135|MAL|13-09-2015|13.2|25.5|0.0|6|41.0|11:57|18.4|55.0|6.0|6|6|1025.2|25.1|33.0|5.57425742574|4|20|1021.4|9
188|MAL|05-11-2015|16.2|24.7|12.2|3|50.0|13:15|18.1|100.0|6.0|10|0|1006.9|18.3|98.0|5.57425742574|13|6|1004.5|11
186|MAL|03-11-2015|8.0|17.9|0.2|11|31.0|16:51|12.8|54.0|6.0|10|6|1019.8|16.1|58.0|5.57425742574|12|15|1017.3|11
3|MAL|04-05-2015|7.5|22.3|0.0|3|56.0|23:40|9.3|100.0|6.0|6|18|1015.8|22.0|40.0|5.57425742574|4|20|1009.6|5
57|MAL|27-06-2015|8.0|14.1|0.0|3|28.0|10:05|10.0|84.0|6.0|4|19|1033.1|12.7|67.0|5.57425742574|4|19|1031.0|6
204|QUN|21-11-2015|21.0|30.6|0.0|1|28.0|12:57|27.9|53.0|6.0|6|4|1016.7|28.1|56.0|5.57425742574|5|15.0|1012.8|11
208|CAN|26-12-2015|11.4|22.4|0.0|-1|37.8098693759||20.6|58.0|6.0|12|1|1006.2|19.2|88.0|8.0|7|28|1004.5|12
172|QUN|20-10-2015|18.0|28.3|0.6|-1|37.8098693759||23.8|57.0|6.0|3|12|1022.1|26.3|52.0|5.57425742574|2|28.0|1019.1|10
99|CAN|08-09-2015|3.0|13.1|0.0|7|44.0|11:14|10.0|59.0|6.0|15|22|1019.2|11.0|70.0|1.0|7|33|1016.6|9
24|QUN|25-05-2015|17.1|25.0|0.0|9|50.0|20:57|20.3|67.0|6.0|11|26|1027.5|23.7|58.0|5.57425742574|1|20.0|1024.9|5
48|MAL|18-06-2015|10.7|12.7|1.0|9|37.0|11:26|11.2|82.0|6.0|11|20|1020.2|12.3|73.0|5.57425742574|10|13|1019.7|6
113|QUN|22-08-2015|18.3|23.2|4.4|0|43.0|17:21|19.0|99.0|6.0|3|7|1023.3|21.1|94.0|5.57425742574|1|19.0|1020.4|8
86|CAN|26-07-2015|6.5|11.5|0.0|14|59.0|16:28|9.5|75.0|1.0|7|29|1016.5|7.9|66.0|8.0|14|37|1015.8|7
132|CAN|11-10-2015|6.5|22.1|0.0|6|56.0|20:41|15.4|74.0|7.0|0|40|1023.3|20.1|55.0|8.0|15|19|1019.9|10
223|MAL|10-12-2015|13.1|26.0|0.0|10|30.0|17:36|16.9|68.0|6.0|10|35|1015.9|23.6|39.0|5.57425742574|12|11|1010.7|12
115|CAN|24-09-2015|1.4|12.8|0.0|8|54.0|7:39|9.4|54.0|3.0|11|28|1028.7|11.6|45.0|2.0|11|19|1026.8|9
95|CAN|04-09-2015|0.7|16.7|5.0|7|39.0|15:27|9.7|79.0|6.0|16|37|1023.0|15.5|51.0|1.0|8|26|1020.1|9
192|MAL|09-11-2015|13.6|33.1|0.0|3|35.0|9:27|21.0|47.0|6.0|6|6|1017.1|31.6|26.0|5.57425742574|4|15|1013.1|11
0|CAN|01-05-2015|4.9|17.1|0.0|2|30.0|16:08|13.6|76.0|7.0|10|18|1030.9|16.4|64.0|7.0|1|17|1026.7|5
90|MAL|30-07-2015|8.6|12.3|0.0|6|63.0|14:23|10.1|65.0|6.0|4|13|1020.7|11.8|57.0|5.57425742574|4|24|1013.9|7
63|MAL|03-07-2015|5.9|12.0|2.6|3|22.0|22:06|7.3|86.0|6.0|5|2|1028.8|11.1|48.0|5.57425742574|8|7|1026.1|7
190|MAL|07-11-2015|11.9|16.8|1.2|11|44.0|6:51|13.6|68.0|6.0|12|9|1018.3|16.0|54.0|5.57425742574|12|20|1020.3|11
36|MAL|06-06-2015|9.2|16.6|0.2|3|31.0|21:28|11.5|82.0|6.0|4|19|1028.7|16.4|65.0|5.57425742574|6|15|1026.7|6
199|MAL|16-11-2015|11.4|26.3|0.2|11|24.0|13:25|16.3|80.0|6.0|7|4|1018.5|22.7|55.0|5.57425742574|12|11|1015.0|11
204|MAL|21-11-2015|12.2|17.5|3.6|11|39.0|12:45|14.7|71.0|6.0|13|6|1021.5|16.0|55.0|5.57425742574|9|22|1022.5|11
51|QUN|21-06-2015|13.1|21.5|0.0|2|44.0|15:16|16.8|59.0|6.0|10|7|1021.9|20.9|47.0|5.57425742574|3|22.0|1020.1|6
191|CAN|09-12-2015|17.2|30.6|0.4|7|46.0|9:20|21.4|72.0|8.0|7|9|1015.2|29.4|34.0|5.57425742574|14|30|1012.6|12
48|QUN|18-06-2015|15.6|24.5|14.8|1|26.0|12:57|19.0|90.0|6.0|9|0|1017.2|23.2|67.0|5.57425742574|5|9.0|1014.4|6
124|MAL|02-09-2015|8.0|18.8|0.0|5|35.0|11:49|12.5|61.0|6.0|4|6|1012.5|17.4|43.0|5.57425742574|6|20|1007.0|9
67|CAN|07-07-2015|-4.7|11.5|0.0|10|20.0|14:42|1.6|95.0|6.0|0|40|1022.6|10.6|59.0|8.0|10|13|1022.4|7
137|CAN|16-10-2015|8.2|30.1|0.0|7|44.0|12:12|19.0|61.0|6.0|4|37|1023.4|29.4|29.0|5.57425742574|15|28|1020.4|10
194|CAN|12-12-2015|3.8|26.1|0.0|1|50.0|17:00|15.7|39.0|6.0|16|3|1013.2|23.7|15.0|5.57425742574|4|20|1010.9|12
81|MAL|21-07-2015|4.2|17.0|0.0|6|70.0|12:21|11.4|63.0|6.0|4|9|1026.6|15.9|51.0|5.57425742574|7|24|1021.0|7
50|QUN|20-06-2015|12.5|21.3|0.0|12|35.0|11:31|15.0|64.0|6.0|12|5|1020.2|20.5|38.0|5.57425742574|10|13.0|1017.2|6
78|QUN|18-07-2015|8.7|20.7|0.0|10|30.0|23:56|11.6|55.0|6.0|13|5|1023.6|18.6|44.0|5.57425742574|5|11.0|1020.9|7
13|MAL|14-05-2015|7.3|14.6|4.4|11|35.0|14:26|11.5|80.0|6.0|14|39|1030.7|13.8|88.0|5.57425742574|12|15|1031.0|5
230|QUN|17-12-2015|22.4|32.8|0.0|2|59.0|18:01|28.1|49.0|6.0|3|11|1012.4|28.6|58.0|5.57425742574|1|35.0|1009.8|12
204|CAN|22-12-2015|14.0|24.9|0.2|0|46.0|17:44|15.5|58.0|7.0|1|4|1023.0|24.0|40.0|6.0|2|24|1019.5|12
220|QUN|07-12-2015|21.2|31.1|0.4|2|35.0|7:52|27.4|63.0|6.0|1|11|1018.4|29.5|57.0|5.57425742574|2|20.0|1016.1|12
4|CAN|05-05-2015|4.0|20.8|0.0|7|67.0|12:18|15.3|66.0|6.0|8|29|1009.4|19.7|40.0|2.0|8|44|1004.2|5
205|CAN|23-12-2015|13.6|25.4|0.0|0|35.0|14:33|16.1|63.0|8.0|1|6|1019.8|24.7|41.0|7.0|1|13|1015.3|12
45|CAN|15-06-2015|-0.2|15.9|0.0|1|35.0|14:43|8.2|93.0|4.0|13|37|1029.8|13.6|70.0|8.0|2|15|1026.6|6
43|MAL|13-06-2015|6.0|18.2|0.0|5|20.0|12:21|7.5|88.0|6.0|6|39|1030.1|18.0|53.0|5.57425742574|4|11|1026.7|6
49|QUN|19-06-2015|16.3|23.8|0.2|15|24.0|4:33|17.8|78.0|6.0|12|3|1017.7|21.8|52.0|5.57425742574|9|6.0|1014.8|6
15|MAL|16-05-2015|11.3|16.2|0.0|11|19.0|16:00|12.0|69.0|6.0|6|39|1037.1|15.6|65.0|5.57425742574|13|7|1033.4|5
28|MAL|29-05-2015|9.5|15.8|0.0|7|31.0|15:17|12.0|62.0|6.0|7|19|1021.8|14.9|50.0|5.57425742574|8|13|1020.8|5
242|QUN|29-12-2015|19.2|29.6|2.4|0|63.0|16:43|23.6|69.0|6.0|10|10|1014.1|28.3|52.0|5.57425742574|1|41.0|1010.7|12
75|CAN|15-07-2015|1.1|7.9|0.0|6|30.0|1:10|3.5|93.0|8.0|1|38|1018.0|7.6|79.0|8.0|11|7|1017.3|7
66|CAN|06-07-2015|-2.4|11.2|0.2|6|26.0|14:51|1.7|99.0|8.0|13|19|1018.4|10.6|55.0|5.57425742574|8|19|1015.8|7
171|CAN|19-11-2015|10.6|34.8|0.0|15|52.0|14:06|17.7|58.0|6.0|0|40|1017.1|34.3|19.0|5.57425742574|16|31|1012.9|11
201|QUN|18-11-2015|19.4|29.0|0.0|2|35.0|8:15|25.8|58.0|6.0|3|10|1019.2|27.4|54.0|5.57425742574|2|20.0|1016.4|11
106|MAL|15-08-2015|10.0|14.9|0.4|8|19.0|13:57|10.7|88.0|6.0|13|0|1032.1|14.2|57.0|5.57425742574|13|7|1030.0|8
159|QUN|07-10-2015|18.3|28.5|0.0|0|39.0|14:25|24.8|60.0|6.0|3|11|1025.8|25.3|55.0|5.57425742574|2|26.0|1023.2|10
199|QUN|16-11-2015|11.0183760684|22.0613960114|1.08395415473|-1|37.8098693759||15.8415954416|69.2863247863|6.0|-1|-1|1021.18361823|21.8|79.0|5.57425742574|3|39.0|1009.8|11
162|QUN|10-10-2015|17.5|26.9|2.4|0|57.0|13:54|22.3|71.0|6.0|3|14|1026.6|24.4|56.0|5.57425742574|1|39.0|1023.0|10
13|QUN|14-05-2015|11.1|20.8|0.0|12|50.0|4:57|13.8|33.0|6.0|12|24|1024.1|20.3|22.0|5.57425742574|12|17.0|1021.5|5
17|QUN|18-05-2015|17.9|25.7|0.2|2|43.0|9:11|21.9|70.0|6.0|3|25|1023.4|24.8|56.0|5.57425742574|1|24.0|1020.5|5
9|MAL|10-05-2015|12.8|16.6|8.6|13|50.0|14:27|13.8|81.0|6.0|8|18|1002.9|14.9|57.0|5.57425742574|14|17|1004.9|5
88|CAN|28-07-2015|-4.1|13.0|0.0|7|24.0|12:03|2.7|87.0|6.0|0|40|1035.1|12.3|47.0|5.57425742574|8|13|1032.2|7
128|MAL|06-09-2015|5.8|16.6|0.0|3|56.0|13:59|8.9|85.0|6.0|6|5|1020.3|14.9|53.0|5.57425742574|4|30|1014.6|9
33|MAL|03-06-2015|8.1|13.6|0.8|5|13.0|8:52|8.6|92.0|6.0|6|38|1025.2|12.8|58.0|5.57425742574|13|7|1022.9|6
175|MAL|23-10-2015|11.8|16.4|0.0|11|33.0|17:10|14.1|62.0|6.0|11|21|1023.6|15.2|58.0|5.57425742574|12|15|1022.2|10
150|MAL|28-09-2015|8.3|21.4|0.0|11|31.0|20:27|13.9|68.0|6.0|12|5|1017.5|17.8|44.0|5.57425742574|9|9|1015.4|9
244|QUN|31-12-2015|20.8|32.5|0.0|0|59.0|17:38|27.1|46.0|6.0|10|12|1013.3|28.1|50.0|5.57425742574|1|35.0|1010.1|12
98|QUN|07-08-2015|10.1|22.0|0.0|12|35.0|8:39|13.3|45.0|6.0|13|8|1022.2|21.0|31.0|5.57425742574|5|11.0|1018.6|8
89|CAN|29-07-2015|-3.3|12.9|0.0|7|35.0|13:54|2.8|90.0|6.0|0|40|1036.1|11.1|47.0|5.57425742574|8|22|1031.2|7
103|CAN|12-09-2015|-0.5|21.4|0.0|6|31.0|14:18|11.3|75.0|6.0|15|37|1030.0|20.8|38.0|5.57425742574|4|22|1025.8|9
171|MAL|19-10-2015|8.3|26.7|0.0|11|26.0|15:44|13.2|71.0|6.0|6|38|1025.1|25.2|33.0|5.57425742574|13|11|1019.8|10
5|QUN|06-05-2015|19.6|30.5|0.0|5|24.0|14:41|23.2|88.0|6.0|16|38|1015.5|27.1|67.0|5.57425742574|5|13.0|1012.5|5
140|QUN|18-09-2015|17.6|28.8|0.4|0|43.0|18:17|21.7|29.0|6.0|13|6|1017.5|25.0|42.0|5.57425742574|2|20.0|1014.1|9
177|QUN|25-10-2015|20.7|30.5|0.2|1|37.0|17:01|27.6|60.0|6.0|1|8|1022.4|28.1|55.0|5.57425742574|2|20.0|1019.4|10
186|CAN|04-12-2015|7.8|29.8|0.0|0|39.0|16:59|17.1|52.0|6.0|1|2|1025.1|28.4|21.0|5.57425742574|7|13|1020.0|12
174|CAN|22-11-2015|13.5|25.3|0.0|7|39.0|14:21|15.6|69.0|8.0|6|18|1018.9|24.4|39.0|5.0|16|11|1013.8|11
87|QUN|27-07-2015|18.2|27.3|0.0|11|33.0|23:28|20.9|78.0|6.0|9|3|1024.6|24.8|50.0|5.57425742574|2|15.0|1020.2|7
84|MAL|24-07-2015|7.6|15.0|1.2|3|39.0|15:23|11.6|83.0|6.0|4|10|1012.9|14.8|70.0|5.57425742574|4|20|1008.7|7
217|QUN|04-12-2015|21.0|31.9|0.0|2|59.0|19:21|26.5|55.0|6.0|3|14|1019.1|28.4|52.0|5.57425742574|2|30.0|1015.9|12
190|QUN|07-11-2015|23.0|32.0|0.0|8|44.0|10:41|26.7|61.0|6.0|15|7|1013.9|22.6|80.0|5.57425742574|10|15.0|1010.8|11
161|MAL|09-10-2015|10.9|29.9|0.0|3|26.0|9:13|17.5|68.0|6.0|6|18|1030.1|27.9|33.0|5.57425742574|9|13|1026.6|10
196|CAN|14-12-2015|6.5|32.2|0.0|13|37.0|17:06|19.5|39.0|6.0|12|2|1015.6|29.8|12.0|5.57425742574|6|11|1012.4|12
33|CAN|03-06-2015|-5.1|12.7|0.0|6|19.0|14:54|2.5|81.0|6.0|15|38|1025.1|11.8|42.0|5.57425742574|7|13|1021.9|6
243|MAL|30-12-2015|13.9|34.7|0.0|10|26.0|14:46|19.8|60.0|6.0|6|38|1017.2|34.0|17.0|5.57425742574|12|11|1013.4|12
167|CAN|15-11-2015|10.7|21.1|1.2|2|41.0|16:00|14.1|59.0|6.0|9|24|1018.5|19.6|39.0|5.0|1|22|1016.7|11
135|CAN|14-10-2015|11.0|26.1|0.0|4|30.0|12:11|16.5|71.0|7.0|2|38|1026.6|23.6|43.0|2.0|7|13|1023.6|10
